Instance_number,'True Positives','False Negatives','False Positives','True Negatives','False Positive Rate','True Positive Rate',Precision,Recall,Fallout,FMeasure,'Sample Size',Lift,Threshold
3627,3480,2620,8172,13641,0.374639,0.570492,0.298661,0.570492,0.701339,0.392068,0.41744,1.366644,0.185789
3628,3478,2622,8160,13653,0.374089,0.570164,0.298849,0.570164,0.701151,0.392152,0.416938,1.367502,0.185818
3629,3475,2625,8148,13665,0.373539,0.569672,0.298976,0.569672,0.701024,0.392146,0.416401,1.368086,0.186022
3630,3474,2626,8147,13666,0.373493,0.569508,0.298942,0.569508,0.701058,0.392077,0.416329,1.367927,0.18603
3631,3474,2626,8146,13667,0.373447,0.569508,0.298967,0.569508,0.701033,0.392099,0.416293,1.368045,0.186087
3632,3468,2632,8108,13705,0.371705,0.568525,0.299585,0.568525,0.700415,0.392396,0.414717,1.370873,0.186193
3633,3463,2637,8090,13723,0.37088,0.567705,0.299749,0.567705,0.700251,0.392341,0.413893,1.371622,0.18622
3634,3463,2637,8089,13724,0.370834,0.567705,0.299775,0.567705,0.700225,0.392363,0.413857,1.371741,0.186311
3635,3462,2638,8088,13725,0.370788,0.567541,0.29974,0.567541,0.70026,0.392295,0.413786,1.371582,0.186323
3636,3461,2639,8086,13727,0.370696,0.567377,0.299732,0.567377,0.700268,0.392248,0.413678,1.371542,0.186355
3637,3461,2639,8085,13728,0.370651,0.567377,0.299757,0.567377,0.700243,0.39227,0.413642,1.371661,0.186467
3638,3459,2641,8084,13729,0.370605,0.567049,0.299662,0.567049,0.700338,0.39211,0.413535,1.371224,0.186476
3639,3458,2642,8084,13729,0.370605,0.566885,0.299601,0.566885,0.700399,0.392019,0.413499,1.370947,0.18654
3640,3458,2642,8083,13730,0.370559,0.566885,0.299627,0.566885,0.700373,0.392041,0.413463,1.371066,0.186643
3641,3457,2643,8083,13730,0.370559,0.566721,0.299567,0.566721,0.700433,0.39195,0.413427,1.370788,0.186786
3642,3457,2643,8082,13731,0.370513,0.566721,0.299593,0.566721,0.700407,0.391972,0.413392,1.370907,0.186828
3643,3435,2665,8011,13802,0.367258,0.563115,0.300105,0.563115,0.699895,0.391542,0.41006,1.37325,0.186957
3644,3435,2665,8009,13804,0.367166,0.563115,0.300157,0.563115,0.699843,0.391587,0.409988,1.37349,0.186996
3645,3433,2667,8007,13806,0.367075,0.562787,0.300087,0.562787,0.699913,0.391448,0.409845,1.37317,0.187101
3646,3433,2667,8006,13807,0.367029,0.562787,0.300114,0.562787,0.699886,0.39147,0.409809,1.373291,0.187251
3647,3433,2667,8004,13809,0.366937,0.562787,0.300166,0.562787,0.699834,0.391515,0.409737,1.373531,0.187275
3648,3433,2667,8003,13810,0.366891,0.562787,0.300192,0.562787,0.699808,0.391537,0.409702,1.373651,0.187524
3649,3433,2667,8002,13811,0.366845,0.562787,0.300219,0.562787,0.699781,0.39156,0.409666,1.373771,0.187596
3650,3432,2668,8000,13813,0.366754,0.562623,0.30021,0.562623,0.69979,0.391513,0.409558,1.373731,0.187768
3651,3431,2669,8000,13813,0.366754,0.562459,0.300149,0.562459,0.699851,0.391421,0.409522,1.373451,0.187769
3652,3430,2670,7989,13824,0.366249,0.562295,0.300377,0.562295,0.699623,0.391575,0.409093,1.374494,0.187793
3653,3430,2670,7988,13825,0.366204,0.562295,0.300403,0.562295,0.699597,0.391597,0.409057,1.374614,0.18781
3654,3429,2671,7987,13826,0.366158,0.562131,0.300368,0.562131,0.699632,0.391528,0.408985,1.374454,0.187896
3655,3429,2671,7985,13828,0.366066,0.562131,0.300421,0.562131,0.699579,0.391572,0.408913,1.374695,0.187943
3656,3429,2671,7981,13832,0.365883,0.562131,0.300526,0.562131,0.699474,0.391662,0.40877,1.375177,0.187999
3657,3429,2671,7978,13835,0.365745,0.562131,0.300605,0.562131,0.699395,0.391729,0.408663,1.375538,0.188067
3658,3429,2671,7975,13838,0.365608,0.562131,0.300684,0.562131,0.699316,0.391796,0.408555,1.3759,0.188229
3659,3406,2694,7892,13921,0.361803,0.558361,0.301469,0.558361,0.698531,0.391539,0.404758,1.379494,0.188341
3660,3398,2702,7843,13970,0.359556,0.557049,0.302286,0.557049,0.697714,0.391904,0.402716,1.383232,0.18835
3661,3391,2709,7803,14010,0.357722,0.555902,0.30293,0.555902,0.69707,0.392159,0.401032,1.386179,0.188376
3662,3391,2709,7802,14011,0.357677,0.555902,0.302957,0.555902,0.697043,0.392182,0.400996,1.386302,0.188395
3663,3389,2711,7795,14018,0.357356,0.555574,0.303022,0.555574,0.696978,0.392155,0.400674,1.3866,0.188421
3664,3384,2716,7756,14057,0.355568,0.554754,0.30377,0.554754,0.69623,0.392575,0.399097,1.390023,0.188582
3665,3384,2716,7755,14058,0.355522,0.554754,0.303797,0.554754,0.696203,0.392598,0.399061,1.390147,0.188597
3666,3381,2719,7742,14071,0.354926,0.554262,0.303965,0.554262,0.696035,0.392615,0.398488,1.390913,0.188738
3667,3381,2719,7741,14072,0.35488,0.554262,0.303992,0.554262,0.696008,0.392637,0.398452,1.391038,0.188787
3668,3381,2719,7740,14073,0.354834,0.554262,0.304019,0.554262,0.695981,0.39266,0.398417,1.391163,0.18886
3669,3381,2719,7739,14074,0.354788,0.554262,0.304047,0.554262,0.695953,0.392683,0.398381,1.391288,0.188958
3670,3380,2720,7739,14074,0.354788,0.554098,0.303984,0.554098,0.696016,0.39259,0.398345,1.391002,0.188967
3671,3377,2723,7729,14084,0.35433,0.553607,0.30407,0.553607,0.69593,0.392537,0.397879,1.391394,0.188994
3672,3374,2726,7716,14097,0.353734,0.553115,0.304238,0.553115,0.695762,0.392554,0.397306,1.392163,0.189
3673,3374,2726,7715,14098,0.353688,0.553115,0.304265,0.553115,0.695735,0.392577,0.39727,1.392289,0.189
3674,3373,2727,7715,14098,0.353688,0.552951,0.304203,0.552951,0.695797,0.392483,0.397234,1.392002,0.189065
3675,3373,2727,7714,14099,0.353642,0.552951,0.30423,0.552951,0.69577,0.392506,0.397198,1.392127,0.189132
3676,3373,2727,7713,14100,0.353596,0.552951,0.304258,0.552951,0.695742,0.392529,0.397163,1.392253,0.189173
3677,3371,2729,7712,14101,0.353551,0.552623,0.30416,0.552623,0.69584,0.392365,0.397055,1.391804,0.189199
3678,3371,2729,7711,14102,0.353505,0.552623,0.304187,0.552623,0.695813,0.392387,0.397019,1.39193,0.189361
3679,3371,2729,7710,14103,0.353459,0.552623,0.304214,0.552623,0.695786,0.39241,0.396983,1.392055,0.189449
3680,3371,2729,7709,14104,0.353413,0.552623,0.304242,0.552623,0.695758,0.392433,0.396948,1.392181,0.189451
3681,3371,2729,7708,14105,0.353367,0.552623,0.304269,0.552623,0.695731,0.392456,0.396912,1.392307,0.189453
3682,3371,2729,7707,14106,0.353321,0.552623,0.304297,0.552623,0.695703,0.392479,0.396876,1.392432,0.189454
3683,3370,2730,7705,14108,0.35323,0.552459,0.304289,0.552459,0.695711,0.392431,0.396769,1.392396,0.189516
3684,3363,2737,7664,14149,0.35135,0.551311,0.304979,0.551311,0.695021,0.392713,0.395049,1.395552,0.189691
3685,3363,2737,7661,14152,0.351213,0.551311,0.305062,0.551311,0.694938,0.392782,0.394941,1.395932,0.189695
3686,3362,2738,7659,14154,0.351121,0.551148,0.305054,0.551148,0.694946,0.392734,0.394834,1.395897,0.189701
3687,3362,2738,7657,14156,0.351029,0.551148,0.305109,0.551148,0.694891,0.39278,0.394762,1.39615,0.189793
3688,3362,2738,7654,14159,0.350892,0.551148,0.305192,0.551148,0.694808,0.392849,0.394655,1.396531,0.189884
3689,3360,2740,7637,14176,0.350112,0.55082,0.305538,0.55082,0.694462,0.393051,0.393974,1.398111,0.189936
3690,3360,2740,7636,14177,0.350066,0.55082,0.305566,0.55082,0.694434,0.393074,0.393938,1.398238,0.189955
3691,3359,2741,7635,14178,0.350021,0.550656,0.30553,0.550656,0.69447,0.393003,0.393867,1.398077,0.19
3692,3359,2741,7634,14179,0.349975,0.550656,0.305558,0.550656,0.694442,0.393026,0.393831,1.398204,0.19
3693,3359,2741,7630,14183,0.349791,0.550656,0.305669,0.550656,0.694331,0.393118,0.393688,1.398713,0.190059
3694,3355,2745,7609,14204,0.348829,0.55,0.306001,0.55,0.693999,0.393226,0.392792,1.400233,0.190073
3695,3354,2746,7609,14204,0.348829,0.549836,0.305938,0.549836,0.694062,0.393131,0.392756,1.399943,0.19012
3696,3351,2749,7597,14216,0.348279,0.549344,0.306083,0.549344,0.693917,0.393125,0.392219,1.400607,0.190131
3697,3351,2749,7596,14217,0.348233,0.549344,0.306111,0.549344,0.693889,0.393148,0.392183,1.400735,0.190195
3698,3348,2752,7575,14238,0.34727,0.548852,0.306509,0.548852,0.693491,0.39335,0.391323,1.402556,0.190198
3699,3348,2752,7574,14239,0.347224,0.548852,0.306537,0.548852,0.693463,0.393373,0.391287,1.402684,0.190348
3700,3348,2752,7573,14240,0.347178,0.548852,0.306565,0.548852,0.693435,0.393396,0.391251,1.402813,0.190358
3701,3346,2754,7571,14242,0.347087,0.548525,0.306494,0.548525,0.693506,0.393254,0.391108,1.402488,0.19037
3702,3346,2754,7568,14245,0.346949,0.548525,0.306579,0.548525,0.693421,0.393323,0.391001,1.402874,0.190398
3703,3342,2758,7546,14267,0.34594,0.547869,0.306943,0.547869,0.693057,0.393454,0.390069,1.404543,0.190427
3704,3342,2758,7544,14269,0.345849,0.547869,0.307,0.547869,0.693,0.393501,0.389997,1.404801,0.190459
3705,3338,2762,7521,14292,0.344794,0.547213,0.307395,0.547213,0.692605,0.393655,0.38903,1.406608,0.190486
3706,3338,2762,7520,14293,0.344749,0.547213,0.307423,0.547213,0.692577,0.393678,0.388994,1.406738,0.190504
3707,3338,2762,7519,14294,0.344703,0.547213,0.307451,0.547213,0.692549,0.393702,0.388959,1.406867,0.190512
3708,3337,2763,7514,14299,0.344473,0.547049,0.307529,0.547049,0.692471,0.393723,0.388744,1.407224,0.190625
3709,3337,2763,7513,14300,0.344428,0.547049,0.307558,0.547049,0.692442,0.393746,0.388708,1.407353,0.190659
3710,3337,2763,7512,14301,0.344382,0.547049,0.307586,0.547049,0.692414,0.39377,0.388672,1.407483,0.190833
3711,3337,2763,7511,14302,0.344336,0.547049,0.307614,0.547049,0.692386,0.393793,0.388636,1.407613,0.19088
3712,3318,2782,7422,14391,0.340256,0.543934,0.308939,0.543934,0.691061,0.394062,0.384767,1.413672,0.191048
3713,3317,2783,7422,14391,0.340256,0.54377,0.308874,0.54377,0.691126,0.393966,0.384731,1.413378,0.191049
3714,3317,2783,7421,14392,0.34021,0.54377,0.308903,0.54377,0.691097,0.39399,0.384695,1.41351,0.191104
3715,3316,2784,7421,14392,0.34021,0.543607,0.308839,0.543607,0.691161,0.393894,0.384659,1.413215,0.191145
3716,3314,2786,7412,14401,0.339797,0.543279,0.308969,0.543279,0.691031,0.393914,0.384265,1.413811,0.191167
3717,3314,2786,7411,14402,0.339752,0.543279,0.308998,0.543279,0.691002,0.393938,0.38423,1.413943,0.191175
3718,3314,2786,7409,14404,0.33966,0.543279,0.309055,0.543279,0.690945,0.393984,0.384158,1.414207,0.191265
3719,3311,2789,7393,14420,0.338926,0.542787,0.309324,0.542787,0.690676,0.394073,0.383477,1.415434,0.191302
3720,3310,2790,7393,14420,0.338926,0.542623,0.309259,0.542623,0.690741,0.393977,0.383441,1.415139,0.191304
3721,3310,2790,7392,14421,0.33888,0.542623,0.309288,0.542623,0.690712,0.394001,0.383406,1.415271,0.191317
3722,3310,2790,7388,14425,0.338697,0.542623,0.309404,0.542623,0.690596,0.394095,0.383262,1.415801,0.191323
3723,3310,2790,7387,14426,0.338651,0.542623,0.309433,0.542623,0.690567,0.394118,0.383226,1.415933,0.191336
3724,3310,2790,7383,14430,0.338468,0.542623,0.309548,0.542623,0.690452,0.394212,0.383083,1.416463,0.191405
3725,3309,2791,7382,14431,0.338422,0.542459,0.309513,0.542459,0.690487,0.39414,0.383012,1.4163,0.191424
3726,3309,2791,7381,14432,0.338376,0.542459,0.309542,0.542459,0.690458,0.394163,0.382976,1.416432,0.19145
3727,3292,2808,7294,14519,0.334388,0.539672,0.310977,0.539672,0.689023,0.394582,0.37925,1.422999,0.191466
3728,3292,2808,7293,14520,0.334342,0.539672,0.311006,0.539672,0.688994,0.394606,0.379214,1.423134,0.191475
3729,3292,2808,7292,14521,0.334296,0.539672,0.311036,0.539672,0.688964,0.39463,0.379178,1.423268,0.191532
3730,3291,2809,7292,14521,0.334296,0.539508,0.31097,0.539508,0.68903,0.394533,0.379142,1.42297,0.191656
3731,3288,2812,7281,14532,0.333792,0.539016,0.311098,0.539016,0.688902,0.394505,0.378641,1.423556,0.191679
3732,3288,2812,7280,14533,0.333746,0.539016,0.311128,0.539016,0.688872,0.394528,0.378605,1.423691,0.191712
3733,3288,2812,7279,14534,0.3337,0.539016,0.311157,0.539016,0.688843,0.394552,0.378569,1.423826,0.191722
3734,3288,2812,7278,14535,0.333654,0.539016,0.311187,0.539016,0.688813,0.394576,0.378533,1.42396,0.191815
3735,3287,2813,7277,14536,0.333608,0.538852,0.311151,0.538852,0.688849,0.394503,0.378462,1.423797,0.191833
3736,3287,2813,7276,14537,0.333563,0.538852,0.311181,0.538852,0.688819,0.394527,0.378426,1.423932,0.191868
3737,3286,2814,7270,14543,0.333287,0.538689,0.311292,0.538689,0.688708,0.394573,0.378175,1.424442,0.191969
3738,3286,2814,7269,14544,0.333242,0.538689,0.311322,0.538689,0.688678,0.394596,0.378139,1.424577,0.192017
3739,3286,2814,7268,14545,0.333196,0.538689,0.311351,0.538689,0.688649,0.39462,0.378103,1.424712,0.192138
3740,3285,2815,7268,14545,0.333196,0.538525,0.311286,0.538525,0.688714,0.394524,0.378068,1.424414,0.192189
3741,3281,2819,7247,14566,0.332233,0.537869,0.311645,0.537869,0.688355,0.394636,0.377172,1.426057,0.19224
3742,3281,2819,7232,14581,0.331545,0.537869,0.31209,0.537869,0.68791,0.394992,0.376635,1.428092,0.192294
3743,3281,2819,7231,14582,0.3315,0.537869,0.312119,0.537869,0.687881,0.395016,0.376599,1.428228,0.192333
3744,3280,2820,7231,14582,0.3315,0.537705,0.312054,0.537705,0.687946,0.394919,0.376563,1.427929,0.19235
3745,3280,2820,7228,14585,0.331362,0.537705,0.312143,0.537705,0.687857,0.39499,0.376455,1.428336,0.192431
3746,3279,2821,7227,14586,0.331316,0.537541,0.312107,0.537541,0.687893,0.394917,0.376384,1.428173,0.192466
3747,3262,2838,7145,14668,0.327557,0.534754,0.313443,0.534754,0.686557,0.395226,0.372837,1.434284,0.19247
3748,3262,2838,7144,14669,0.327511,0.534754,0.313473,0.534754,0.686527,0.39525,0.372801,1.434422,0.192517
3749,3261,2839,7144,14669,0.327511,0.53459,0.313407,0.53459,0.686593,0.395153,0.372765,1.43412,0.192686
3750,3261,2839,7143,14670,0.327465,0.53459,0.313437,0.53459,0.686563,0.395177,0.37273,1.434258,0.192714
3751,3261,2839,7142,14671,0.327419,0.53459,0.313467,0.53459,0.686533,0.395201,0.372694,1.434395,0.19275
3752,3260,2840,7142,14671,0.327419,0.534426,0.313401,0.534426,0.686599,0.395104,0.372658,1.434093,0.19277
3753,3260,2840,7141,14672,0.327374,0.534426,0.313431,0.534426,0.686569,0.395128,0.372622,1.434231,0.192812
3754,3260,2840,7140,14673,0.327328,0.534426,0.313462,0.534426,0.686538,0.395152,0.372586,1.434369,0.192857
3755,3259,2841,7140,14673,0.327328,0.534262,0.313396,0.534262,0.686604,0.395054,0.37255,1.434067,0.192871
3756,3258,2842,7140,14673,0.327328,0.534098,0.313329,0.534098,0.686671,0.394957,0.372515,1.433765,0.192895
3757,3258,2842,7137,14676,0.32719,0.534098,0.31342,0.534098,0.68658,0.395029,0.372407,1.434179,0.192897
3758,3258,2842,7136,14677,0.327144,0.534098,0.31345,0.534098,0.68655,0.395053,0.372371,1.434317,0.193022
3759,3258,2842,7135,14678,0.327099,0.534098,0.31348,0.534098,0.68652,0.395077,0.372335,1.434455,0.193039
3760,3257,2843,7133,14680,0.327007,0.533934,0.313474,0.533934,0.686526,0.395027,0.372228,1.434428,0.19306
3761,3256,2844,7133,14680,0.327007,0.53377,0.313408,0.53377,0.686592,0.39493,0.372192,1.434126,0.193098
3762,3256,2844,7129,14684,0.326823,0.53377,0.313529,0.53377,0.686471,0.395026,0.372049,1.434678,0.193106
3763,3239,2861,7046,14767,0.323018,0.530984,0.314925,0.530984,0.685075,0.395362,0.368466,1.441064,0.193116
3764,3238,2862,7032,14781,0.322377,0.53082,0.315287,0.53082,0.684713,0.395602,0.367929,1.442723,0.193124
3765,3238,2862,7031,14782,0.322331,0.53082,0.315318,0.53082,0.684682,0.395626,0.367893,1.442864,0.193126
3766,3238,2862,7030,14783,0.322285,0.53082,0.315349,0.53082,0.684651,0.39565,0.367857,1.443004,0.193139
3767,3238,2862,7028,14785,0.322193,0.53082,0.31541,0.53082,0.68459,0.395698,0.367786,1.443286,0.193195
3768,3238,2862,7025,14788,0.322056,0.53082,0.315502,0.53082,0.684498,0.395771,0.367678,1.443707,0.193329
3769,3238,2862,7024,14789,0.32201,0.53082,0.315533,0.53082,0.684467,0.395795,0.367642,1.443848,0.19339
3770,3237,2863,7023,14790,0.321964,0.530656,0.315497,0.530656,0.684503,0.395721,0.367571,1.443684,0.193423
3771,3237,2863,7021,14792,0.321872,0.530656,0.315559,0.530656,0.684441,0.39577,0.367499,1.443965,0.193441
3772,3232,2868,6998,14815,0.320818,0.529836,0.315934,0.529836,0.684066,0.395836,0.366496,1.445681,0.193476
3773,3231,2869,6998,14815,0.320818,0.529672,0.315867,0.529672,0.684133,0.395738,0.36646,1.445375,0.193621
3774,3231,2869,6997,14816,0.320772,0.529672,0.315898,0.529672,0.684102,0.395762,0.366424,1.445516,0.193664
3775,3230,2870,6981,14832,0.320039,0.529508,0.316326,0.529508,0.683674,0.396052,0.365815,1.447475,0.193691
3776,3230,2870,6980,14833,0.319993,0.529508,0.316357,0.529508,0.683643,0.396076,0.365779,1.447616,0.193745
3777,3229,2871,6970,14843,0.319534,0.529344,0.3166,0.529344,0.6834,0.396221,0.365385,1.448729,0.193814
3778,3229,2871,6968,14845,0.319443,0.529344,0.316662,0.529344,0.683338,0.396269,0.365314,1.449013,0.193924
3779,3229,2871,6966,14847,0.319351,0.529344,0.316724,0.529344,0.683276,0.396318,0.365242,1.449297,0.193961
3780,3228,2872,6966,14847,0.319351,0.52918,0.316657,0.52918,0.683343,0.396219,0.365206,1.448991,0.193976
3781,3227,2873,6965,14848,0.319305,0.529016,0.316621,0.529016,0.683379,0.396145,0.365135,1.448826,0.194
3782,3227,2873,6962,14851,0.319167,0.529016,0.316714,0.529016,0.683286,0.396218,0.365027,1.449253,0.194023
3783,3227,2873,6961,14852,0.319122,0.529016,0.316745,0.529016,0.683255,0.396243,0.364991,1.449395,0.194109
3784,3227,2873,6958,14855,0.318984,0.529016,0.316838,0.529016,0.683162,0.396316,0.364884,1.449822,0.194144
3785,3209,2891,6864,14949,0.314675,0.526066,0.318574,0.526066,0.681426,0.396834,0.360871,1.457765,0.194162
3786,3208,2892,6862,14951,0.314583,0.525902,0.31857,0.525902,0.68143,0.396784,0.360764,1.457745,0.194234
3787,3206,2894,6841,14972,0.31362,0.525574,0.3191,0.525574,0.6809,0.397102,0.35994,1.460171,0.194238
3788,3206,2894,6838,14975,0.313483,0.525574,0.319196,0.525574,0.680804,0.397175,0.359832,1.460607,0.194246
3789,3206,2894,6836,14977,0.313391,0.525574,0.319259,0.525574,0.680741,0.397225,0.359761,1.460898,0.194333
3790,3206,2894,6835,14978,0.313345,0.525574,0.319291,0.525574,0.680709,0.397249,0.359725,1.461044,0.194343
3791,3206,2894,6833,14980,0.313254,0.525574,0.319355,0.525574,0.680645,0.397298,0.359653,1.461335,0.194424
